wp_id,url1,url2,url3,permalink,resource_name_current,resource_name_edited,resource_id,resource_date_current,resource_date_edited,categories,resource_authors_current,resource_authors_edited,resource_affiliations_current,resource_affiliations_edited,resource_subject_current,resource_subject_edited,contest,contest_status,ready_for_update,notes,resource_date_checked,file_name,file_name_without_extension
79823,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/547.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/547_1.pdf,NA,NA,Dissecting an IRS Form 990,NA,547,1905-06-18,NA,"Resource, Tipsheet","David Armstrong - Money & Politics (Evanston, Ill. - March 2007)",NA,Boston Globe,NA,NA,NA,NA,NA,FALSE,NA,FALSE,547_1.pdf,547_1
79805,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/528.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T528.pdf,NA,NA,Top 10 writing tools to keep on your desk,NA,528,1905-06-18,NA,"Resource, Tipsheet",Chip Scanlan - Providence,NA,Poynter Institute,NA,Top 10 writing tools to keep on your desk,NA,NA,NA,FALSE,NA,FALSE,T528.pdf,T528
79911,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/639.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T639.pdf,NA,NA,FOIA Issues,NA,639,1905-06-19,NA,"Resource, Tipsheet",Jennifer LaFleur;Peter Eisler - Nashville,NA,San Jose Mercury News;USA Today,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,T639.pdf,T639
79796,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/519.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T519.pdf,NA,NA,Tips on covering children and family issues,NA,519,1905-06-18,NA,"Resource, Tipsheet",Edward Humes; Laura Meade-Kirk; Natalie Pardo - Providence,NA,Author;Providence Journal-Bulletin;Chicago Reporter,NA,"Poverty, abuse and juvenile courts",NA,NA,NA,FALSE,NA,FALSE,T519.pdf,T519
79800,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/523.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T523.pdf,NA,NA,Series of great editors on editing,NA,523,1905-06-18,NA,"Resource, Tipsheet",Carl Sessions Stepp; John Ullmann; Melanie Sill; Joel Sappel - Providence,NA,University of Maryland;University of Wisconsin-EauClaire;Raleigh News & Observer;Los Angeles Times,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,T523.pdf,T523
81626,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/PDFTOTEXT.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T2381.pdf,NA,NA,"How to Use ""PDFtoTEXT""",NA,2381,1905-06-27,NA,"Resource, Tipsheet",Jeff Porter; John Perry - Hollywood_CAR_2005,NA,IRE;NICAR;The Oklahoman,NA,Web Scraping,NA,NA,NA,FALSE,NA,FALSE,T2381.pdf,T2381
81590,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T2345a.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T2345b.pdf,NA,NA,Why Covering Homeland Security is like Popular Mechanics,NA,2345,1905-06-27,NA,"Resource, Tipsheet",Sean Holstege; Cheryl Phillips - CAR_Conference_2005_Hollywood_CA,NA,NA,NA,"Homeland Security Budgets, Programs and Boondoogles",NA,NA,NA,FALSE,NA,FALSE,T2345b.pdf,T2345b
81566,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/2321.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T2321.pdf,NA,NA,Borrower Beware,NA,2321,1905-06-27,NA,"Resource, Tipsheet",Ron Nixon; David A. Milliron - CAR_Conference_2005_Hollywood_CA,NA,Atlanta - Journal Constitution,NA,Predator: Using data on payday loans and other consumer issues,NA,NA,NA,FALSE,NA,FALSE,T2321.pdf,T2321
81519,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T2257a.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T2257b.pdf,NA,NA,The crime beat: The data & stats of injustice,NA,2257,1905-06-26,NA,"Resource, Tipsheet",John Archibald; Doug Smith; David Milliron - Atlanta_IRE_Annual_2004,NA,The Birmingham News;Los Angeles Times;The Atlanta Journal-Constitution,NA,Crime beat: The data and stats of injustice,NA,NA,NA,FALSE,NA,FALSE,T2257b.pdf,T2257b
81015,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1748a.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1748b.pdf,NA,NA,Census Analysis For Free,NA,1748,1905-06-24,NA,"Resource, Tipsheet",Jennifer LaFleur - 2002 Savannah Regional Conference,NA,Reporters Committee for Freedom of the Press,NA,Using Census data for investigations,NA,NA,NA,FALSE,NA,FALSE,T1748b.pdf,T1748b
80940,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1673.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1673b.pdf,NA,NA,Pew Oceans Comissions Media Tipsheet,NA,1673,1905-06-24,NA,"Resource, Tipsheet",David Helvarg;Paul Rogers - San Francisco IRE Annual 2002,NA,Author of Blue Frontier;San Jose Mercury News,NA,Washing Ashore: Stories from the oceans and waterways,NA,NA,NA,FALSE,NA,FALSE,T1673b.pdf,T1673b
80848,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1581.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1581a.pdf,NA,NA,Investigating a corporation,NA,1581,1905-06-24,NA,"Resource, Tipsheet","James V. Grimaldi;Bob Young;Sharyl Attkisson - Washington, D.C. (Regional Conference 2002)",NA,The Washington Post;Public Citizen;CBS News,NA,Enron and More; How to mine regulatory agencies and Congress to investigate corporations,NA,NA,NA,FALSE,NA,FALSE,T1581a.pdf,T1581a
80874,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1607a.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1607b.pdf,NA,NA,Organizing the Newsroom,NA,1607,1905-06-24,NA,"Resource, Tipsheet",San Francisco IRE Annual 2002,NA,NA,NA,Organizing the Newsroom,NA,NA,NA,FALSE,NA,FALSE,T1607b.pdf,T1607b
80757,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1489a.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1489b.pdf,NA,NA,Beginners Track: Getting Data from the Web,NA,1489,1905-06-24,NA,"Resource, Tipsheet",Carolyn Edds; Tom McGinty; James Wilkerson - Philadelphia NICAR 2002,NA,IRE/NICAR;Newsday;Morning Call,NA,Beginners Track: Getting Data from the Web,NA,NA,NA,FALSE,NA,FALSE,T1489b.pdf,T1489b
80621,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1353a.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1353b.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1353c.pdf,NA,At Risk: Chronicles of Teen-Age Pregnancy,NA,1353,1905-06-23,NA,"Resource, Tipsheet",Reporting Conference 2001,NA,NA,NA,Cultivating sources for the in-depth story,NA,NA,NA,FALSE,NA,FALSE,T1353c.pdf,T1353c
80619,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1351.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/microsoft-03192012092455.pdf,NA,NA,Microsoft Access Quick Tips,NA,1351,1905-06-23,NA,"Resource, Tipsheet",Drew Sullivan - Reporting Conference 2001,NA,The Tennessean,NA,Hands-on CAR Training,NA,NA,NA,FALSE,NA,FALSE,microsoft-03192012092455.pdf,microsoft-03192012092455
80609,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/1341.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T1341.pdf,NA,NA,Exposing Hidden Hazards,NA,1341,1905-06-22,NA,"Resource, Tipsheet",Mike McGraw; Sam Roe; Karl Grossman - New York IRE National 2000,NA,Kansas City Star;Toledo Blade;author,NA,Newly Discovered Perils in the Nuclear Industry,NA,NA,NA,FALSE,NA,FALSE,T1341.pdf,T1341
79761,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T483.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet483.pdf,NA,NA,"A CAR software Sampler: Boxplots, Crosstabs, Maps, Data Warehouses and the Internet",NA,483,1905-06-18,NA,"Resource, Tipsheet",George Landau - Providence,NA,St. Louis Post-Dispatch,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,tipsheet483.pdf,tipsheet483
79510,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T232.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet232.pdf,NA,NA,Seven Tips for Reporters to Remember When Venturing into U.S. Bankruptch Courts,NA,232,1905-06-16,NA,"Resource, Tipsheet",Rick Desloge - St. Louis,NA,St. Louis Business Journal,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,tipsheet232.pdf,tipsheet232
79688,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T410.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet410.pdf,NA,NA,Seeing Red: How to Expose Redlining Practices,NA,410,1905-06-17,NA,"Resource, Tipsheet",NA,NA,NA,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,tipsheet410.pdf,tipsheet410
79581,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T303.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet303.pdf,NA,NA,Casino Tipsheet,NA,303,1905-06-17,NA,"Resource, Tipsheet",Joe Stephens - MIAMI,NA,Kansas City Star,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,tipsheet303.pdf,tipsheet303
79750,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T472.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet472.pdf,NA,NA,How to get the most out of the FOI Act and state record laws,NA,472,1905-06-17,NA,"Resource, Tipsheet",Duff Wilson - Newsroom Seminar,NA,The Seattle Times,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,tipsheet472.pdf,tipsheet472
79374,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T91.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet91.pdf,NA,NA,Medical Radiation Tipsheet,NA,91,1905-06-15,NA,"Resource, Tipsheet",Ted Wendling - New York,NA,Cleveland Plain Dealer,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,tipsheet91.pdf,tipsheet91
79672,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T394.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet394.pdf,NA,NA,Nurturing Sources/Whistleblowers,NA,394,1905-06-17,NA,"Resource, Tipsheet",Charles Nicodemus - Chicago,NA,Chicago Sun-Times,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,tipsheet394.pdf,tipsheet394
79489,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T211.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet211.pdf,NA,NA,Crime Statistics: How not to be abused,NA,211,NA,NA,"Resource, Tipsheet",David Burnham (author) - None,NA,New York Times,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,tipsheet211.pdf,tipsheet211
79670,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T392.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet392.pdf,NA,NA,Sourcery,NA,392,1905-06-17,NA,"Resource, Tipsheet",Chicago,NA,NBC News;Kansas City Times;University of Maryland;University of Iowa,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,tipsheet392.pdf,tipsheet392
79487,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T209.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet209.pdf,NA,NA,Public Records to Use When Backgrounding a Hospital,NA,209,1905-06-16,NA,"Resource, Tipsheet",Nicole Christian - St. Louis,NA,NA,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,tipsheet209.pdf,tipsheet209
80113,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T845.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T845_1.pdf,NA,NA,The Mayor,NA,845,1905-06-20,NA,"Resource, Tipsheet",Jim Amoss; Keith Woods - New Orleans,NA,Times-Picayune;Poynter Institute,NA,Ethics in the newsroom: New twists,NA,NA,NA,FALSE,NA,FALSE,T845_1.pdf,T845_1
80114,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T846.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T846_1.pdf,NA,NA,Backgrounding an individual on deadline,NA,846,1905-06-20,NA,"Resource, Tipsheet",Don Ray - New Orleans,NA,Exclusive News Group,NA,Backgrounding an individual on deadline,NA,NA,NA,FALSE,NA,FALSE,T846_1.pdf,T846_1
79880,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T606a.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T606b.pdf,NA,NA,Spotting Errors and Inconsistencies in Data,NA,606,1905-06-19,NA,"Resource, Tipsheet",George Landau;Tom Boyer - Nashville,NA,NewsEngin;Seattle Times,NA,Get the Data Out,NA,NA,NA,FALSE,NA,FALSE,T606b.pdf,T606b
79875,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T601a.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T601b.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T601c.pdf,NA,People Finding on the 'Net'; Finding People: Online (non-Internet); Journalist's Web/Internet Sites; NewsLib Listserv Information,NA,601,1905-06-19,NA,"Resource, Tipsheet",Nora Paul; Brooke Cain - Nashville,NA,Poynter Institute;News & Observer (Raleigh;N.C.),NA,Finding people and sources with on-line techniques,NA,NA,NA,FALSE,NA,FALSE,T601d.pdf,T601d
79482,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T204.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet204.pdf,NA,NA,The top 38 list of excuses government agencies give for not being able to fulfill your data request,NA,204,1905-06-16,NA,"Resource, Tipsheet",Various - St. Louis,NA,Poynter Institute,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,tipsheet204.pdf,tipsheet204
79768,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T490.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet490.pdf,NA,NA,Researching with CAR,NA,490,1905-06-18,NA,"Resource, Tipsheet","Alan Levin;Jennifer LaFleur - Money & Politics (Evanston, Ill. - March 2007)",NA,Hartford Courant;San Jose Mercury,NA,NA,NA,NA,NA,FALSE,NA,FALSE,tipsheet490.pdf,tipsheet490
79663,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T385.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet385.pdf,NA,NA,Taxpayer Assets Project Internet Resources,NA,385,1905-06-17,NA,"Resource, Tipsheet","James Love - Washington, D.C",NA,Taxpayers Assets project,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,tipsheet385.pdf,tipsheet385
79606,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T328.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet328.pdf,NA,NA,Information Sources on Criminal Justice and Prison Issues,NA,328,1905-06-17,NA,"Resource, Tipsheet",Miami,NA,The National Prison Project - ACLU,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,tipsheet328.pdf,tipsheet328
79481,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T203.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet203.pdf,NA,NA,Cybertour 1994,NA,203,1905-06-16,NA,"Resource, Tipsheet",Rob Wells - St. Louis,NA,Associated Press,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,tipsheet203.pdf,tipsheet203
79329,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T41.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet41.pdf,NA,NA,Some useful conversion factors for journalists and environmentalists,NA,41,1905-06-12,NA,"Resource, Tipsheet",Katherine Montague; Peter Montague,NA,Environmental Research Foundation,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,tipsheet41.pdf,tipsheet41
79662,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T384.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet384.pdf,NA,NA,FOL Updates,NA,384,1905-06-17,NA,"Resource, Tipsheet","Michael Davis - Washington, D.C.",NA,Bureau of National Affairs' Employee Relations Weekly,NA,Covering the Bureaucracy,NA,NA,NA,FALSE,NA,FALSE,tipsheet384.pdf,tipsheet384
79528,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T250.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet250.pdf,NA,NA,"Information On A Person: Source List: Ken Cole, This Is Your Life",NA,250,1905-06-13,NA,"Resource, Tipsheet",Ken Cole - Chicago,NA,Dallas Morning News,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,tipsheet250.pdf,tipsheet250
79310,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T21.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet21.pdf,NA,NA,Basics of Covering Race and Poverty,NA,21,1905-06-14,NA,"Resource, Tipsheet",Tom Brune - Portland,NA,Chicago Sun-Times;U.S. Census Bureau;President Bush's FY 1993 Budget,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,tipsheet21.pdf,tipsheet21
79463,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T184.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet184.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet184_1.pdf,NA,Gambling Source List,NA,184,1905-06-16,NA,"Resource, Tipsheet",St. Louis,NA,NA,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,tipsheet184_1.pdf,tipsheet184_1
79307,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T18.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/tipsheet18.pdf,NA,NA,Starter List of Records Resources,NA,18,1905-06-14,NA,"Resource, Tipsheet",Deb Nelson - Atlanta,NA,Chicago Sun-Times,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,tipsheet18.pdf,tipsheet18
83337,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4139.docx,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4139.pdf,NA,NA,Chasing Paper,NA,4139,1905-07-06,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,4139.pdf,4139
79403,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T121.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/T121b.pdf,NA,NA,Getting a Bite on the Food Business,NA,121,NA,NA,"Resource, Tipsheet",NA,NA,NA,NA,(panel unspecified),NA,NA,NA,FALSE,NA,FALSE,T121b.pdf,T121b
83862,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4683.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4683_1.pdf,NA,NA,Behind the curtain: What open data looks like from within the government,NA,4683,1905-07-08,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,4683_1.pdf,4683_1
83863,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4684.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4684_1.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4684_2.pdf,NA,Excel Magic,NA,4684,1905-07-08,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,4684_2.pdf,4684_2
83864,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4685.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4685_1.pdf,NA,NA,Joining with SQL,NA,4685,1905-07-08,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,4685_1.pdf,4685_1
83865,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4686.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4686_1.pdf,NA,NA,Structured Journalism Tipsheet,NA,4686,1905-07-08,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,4686_1.pdf,4686_1
83866,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4687.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4687_1.pdf,NA,NA,Humanizing Numbers,NA,4687,1905-07-08,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,4687_1.pdf,4687_1
83867,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4688.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4688_1.pdf,NA,NA,Humanizing Numbers,NA,4688,1905-07-08,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,4688_1.pdf,4688_1
83868,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4689.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4689_1.pdf,NA,NA,Humanizing Numbers,NA,4689,1905-07-08,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,4689_1.pdf,4689_1
83869,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4690.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4690_1.pdf,NA,NA,Building your first Leaflet.js map,NA,4690,1905-07-08,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,4690_1.pdf,4690_1
83870,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4691.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4691_1.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4691_2.pdf,NA,Getting Your Hands on Government Data and Documents,NA,4691,1905-07-08,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,4691_2.pdf,4691_2
83871,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4692.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4692_1.pdf,NA,NA,import.io: Web scraping without coding,NA,4692,1905-07-08,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,4692_1.pdf,4692_1
83194,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/3991.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/3991_1.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/3991_2.pdf,NA,Database Every Newsroom Should Have,NA,3991,1905-07-05,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,3991_2.pdf,3991_2
83227,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4025.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4025.pptx,NA,NA,Close-Up on Stocks,NA,4025,1905-07-06,NA,"Resource, Tipsheet","Rob Barry, Robert Gebeloff, Griff Palmer, and moderated by Mark Horvit",NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,4025.pptx,4025
83228,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4026.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4026.ppt,NA,NA,Break It Down: How to dig deep into your dataset to report stories,NA,4026,1905-07-06,NA,"Resource, Tipsheet","Rob Barry, Tom McGinty, Griff Palmer, and moderated by Mark Horvit",NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,4026.ppt,4026
83230,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4028.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/Tipsheet_4028.pdf,NA,NA,NodeXL for Network Analysis,NA,4028,1905-07-06,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Tipsheet_4028.pdf,Tipsheet_4028
83232,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4030.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/Tipsheet_4030.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/Tipsheet_4030_1.pdf,NA,Mapping 2: Manipulating geographical data with QGIS,NA,4030,1905-07-06,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,Tipsheet_4030_1.pdf,Tipsheet_4030_1
83239,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4038.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/BreakingNewsBaltimore.pdf,NA,NA,Data for Breaking News Investigations,NA,4038,1905-07-06,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,BreakingNewsBaltimore.pdf,BreakingNewsBaltimore
83241,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4040.docx,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4040.pdf,NA,NA,Follow the Fracking,NA,4040,1905-07-06,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,4040.pdf,4040
83299,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4099.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4099_1.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4099_2.pdf,NA,Everyday scripting,NA,4099,1905-07-06,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,4099_2.pdf,4099_2
83308,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4108.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4108_1.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4108_2.pdf,NA,Introduction to mapping: Importing and displaying data geographically with QGIS,NA,4108,1905-07-06,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,4108_2.pdf,4108_2
83331,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4131.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/ISDP.ppt,NA,NA,I See Dead People: Online genealogical records for journalists,NA,4131,1905-07-06,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,ISDP.ppt,ISDP
83344,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4147.docx,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4147.pdf,NA,NA,Quick hits/Longer projects talk,NA,4147,1905-07-05,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,4147.pdf,4147
83383,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4188.pdf,https://www.ire.org/wp-content/uploads/protected-files/tipsheets/4188_1.pdf,NA,NA,"Helium Scraper: Scraping for any reporter, no code required",NA,4188,1905-07-06,NA,"Resource, Tipsheet",NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,4188_1.pdf,4188_1
